License #,Status,Entity Name,Trade Name,Address,Class,Type 
A BRA -089718,Active,"Hanks on the Hill, LLC",Hanks Oyster Bar,"633 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -089731,Active,"Tanad Thai, Inc.",Tanad Thai Cuisine,"4912 WISCONSIN AVE NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -089768,Active,Wine Investment Group LLC,Slate Wine Bar & Bistro,"2404 WISCONSIN AVE NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -089785,Active,"Barcelona 14th Street, LLC",Barcelona Wine Bar,"1622 14TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -089801,Active,"Ted's Bulletin 14th Street, LLC",Ted's Bulletin,"1818 14TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -089845,Active,EC Restaurant (DC Penn Ave ) Corp.,Elephant & Castle Pub Restaurant,"1201 PENNSYLVANIA AVE NW, WASHINGTON, DC 20004",C,Restaurant 
A BRA -089846,Active,EC Restaurants (DC-19th) Corp.,Elephant & Castle Pub Restaurant,"900 19TH ST NW, WASHINGTON, DC 20006",C,Restaurant 
A BRA -089911,Active,505 Ninth Street Partners LLC,MINIBA R/BA RMINI,"855 E ST NW, WASHINGTON, DC",C,Restaurant 
A BRA -089933,Active,Tekeab H. Habtu,Kokeb Ethiopian Restaurant,"3013 GEORGIA AVE NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -089980,Active,Lion Hospitality,Teddy,"1200 19TH ST NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -090174,Active,YADA GROUP INC,Aroi Thai Cuisine,"1832 1ST ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -090239,Active,"Chevy Chase Management, LLC",Range/A ggio,"5335 WISCONSIN AVE NW, WASHINGTON, DC 20015",C,Restaurant 
A BRA -090240,Active,BALKAN CONCEPTS LLC,Ambar,"523 8th ST SE, WASHINGTON, DC",C,Restaurant 
A BRA -090241,Active,"Charoen DC, Inc",Absolute Noodle,"772 5TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -090259,Active,"The Caucus Room, LLC",Caucus Room Brasserie/Boveda,"2350 M ST NW, WASHINGTON, DC 20037",C,Restaurant 
A BRA -090281,Active,"Neighborhood Restaurant Group XIII, LLC",Bluejacket/The Arsenal,"300 Tingey ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -090284,Active,"Neighborhood Restaurant Group XIV, LLC",Iron Gate,"1734 N ST NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -090308,Active,Beau Thai Mt. Pleasant LLC,Beau Thai,"3162 MOUNT PLEASANT ST NW, WASHINGTON, DC 20010",C,Restaurant 
A BRA -090311,Active,"Abal, LLC",CherCher Ethiopian Restaurant & Mart,"1334 9TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -090369,Active,Tacos El Chilango (DC) LLC,Tacos El Chilango,"1119 V ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -090403,Active,"Convene, LLC",Thally,"1316 9TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -090412,Active,Froggy Times Inc,Froggy Bottom Pub,"2021 K ST NW, WASHINGTON, DC 20006",C,Restaurant 
A BRA -090420,Active,Riscatto Restaurant LLC,MXDC,"600 14TH ST NW, WASHINGTON, DC 20005",C,Restaurant 
A BRA -090422,Active,ROMYO LLC,Ambassador Restaurant,"1907 9th ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -090427,Active,"I-Thai, LLC",I-Thai,"3003 M ST NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -090445,Active,Maketto LLC,Maketto,"1351 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -090488,Active,"BAR DI BARI, LLC",Red Light,"1401 R ST NW, #203, WASHINGTON, DC 20009",C,Restaurant 
A BRA -090596,Active,Par Baked LLC,Woodward Table/WTF(Woodward Takeout Food),"1426 H ST NW, WASHINGTON, DC 20005",C,Restaurant 
A BRA -090630,Active,"Poyloung Group DC, LLC",Kruba,"301 TINGEY ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -090634,Active,"NEIGHBORHOOD RESTAURANT GROUP XVII, LLC",GBD Fried Chicken & Doughnuts,"1323 CONNECTICUT AVE NW, WASHINGTON, DC",C,Restaurant 
A BRA -090742,Active,"NEIGHBORHOOD RESTAURANT GROUP XV, LLC",Red Apron Butchery/ The Partisan,"709 D ST NW, WASHINGTON, DC 20004",C,Restaurant 
A BRA -090797,Active,"Radius Pizza, LLC",Radius,"3155 MOUNT PLEASANT ST NW, #101, WASHINGTON, DC 20010",C,Restaurant 
A BRA -090806,Active,"Centeno's Restaurant, Inc.",Centeno's Restaurant,"827 KENNEDY ST NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -090853,Active,Bread & Salt Restaurant LLC,Bread and Salt,"4619 41ST ST NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -090863,Active,"Baby Wale, LLC",Baby Wale,"1124 9TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -090884,Active,Rose's 1 LLC,Rose's Luxury,"717 8TH ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -090968,Active,"BIG RIVER BREWERIES, INC",Gordon Biersch Brewery Restaurant,"100 M ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -090984,Active,"AB, LLC",NOPA,"800 F ST NW, WASHINGTON, DC 20004",C,Restaurant 
A BRA -090985,Active,Success LLC,Silo,"917 5TH ST NW, WASHINGTON, DC",C,Restaurant 
A BRA -090993,Active,"Cabo Negro, Inc.",Maxime Steak Frites & Bar,"2915 M ST NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -090997,Active,"RR4, LLC",RedRocks,"1348 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -091030,Active,"NEIGHBORHOOD RESTAURANT GROUP XVIII,LLC",Red Apron at Union Market,"1309 5TH ST NE, WASHINGTON, DC",C,Restaurant 
A BRA -091046,Active,"The Noodles Shop, Co. - Colorado Inc",Noodles & Company,"1667 K ST NW, WASHINGTON, DC 20006",C,Restaurant 
A BRA -091059,Active,"Big City Foods III, LLC",Carolina Kitchen Bar & Grill,"2300 Washington PL NE, UNIT 102 N.R.I., WASHINGTON, DC 200018",C,Restaurant 
A BRA -091061,Active,"Red Bean System IV, Inc.",Sala Thai,"2300 Washington PL NE, UNIT 106S, WASHINGTON, DC 20018",C,Restaurant 
A BRA -091137,Active,We Are 4 Partners LLC,Arcuri,"2400 WISCONSIN AVE NW, Washington, DC 20007",C,Restaurant 
A BRA -091148,Active,14 W Bella LLC,Kapnos,"1315 W ST NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -091165,Active,"TORO TORO DC, LLC",Toro Toro,"1300 I ST NW, WASHINGTON, DC 20005",C,Restaurant 
A BRA -091251,Active,"FT Mare DC, LLC",Fiola Mare,"3050 K ST NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -091333,Active,POR JAI LLC,Bangkok Thai Dining,"2016 P ST NW, Washington, DC 20036",C,Restaurant 
A BRA -091375,Active,"Augustus, LLC",Paragon Thai Restaurant,"3507 CONNECTICUT AVE NW, Washington, DC 20008",C,Restaurant 
A BRA -091395,Active,STICKY FINGERS SWEETS & EATS INC.,Sticky Fingers Sweets & Eats DC,"1370 PARK RD NW, WASHINGTON, DC 20010",C,Restaurant 
A BRA -091400,Active,"Gilstrid's Gastronomy, LLC",Cafe Berlin,"322 MASSACHUSETTS AVE NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -091608,Active,"Krung-Thep Washington, LLC",SOI 38,"2101 L ST NW, WASHINGTON, DC 20037",C,Restaurant 
A BRA -091610,Active,"Albisu Black, LLC",Del Campo,"777 I ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -091662,Active,"Pinstripes, Inc.",Pinstripes,"3222 M ST NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -091704,Active,"Purple Feet, LLC",Flight,"777 6TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -091894,Active,FT Casaluca DC LLC,Casa Luca,"1099 NEW YORK AVE NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -092008,Active,"Busboys of Takoma, LLC",Busboys & Poets - Takoma,"235 CARROLL ST NW, WASHINGTON, DC 20012",C,Restaurant 
A BRA -092041,Active,"Nando's of Tenleytown, LLC",Nando's Peri Peri,"4231 WISCONSIN AVE NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -092083,Active,Morini DC LLC,Osteria Morini/Nicoletta,"301 WATER ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -092094,Active,"Agua 301, Inc.",Agua 301,"301 WATER ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -092168,Active,"RiRa Georgetown, LLC",RiRa Irish Pub,"3123 M ST NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -092298,Active,Shoreditch Cooperatve LLC,Duke's Grocery,"1513 17TH ST NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -092362,Active,"MJA, LLC",Stoney's on L,"2101 L ST NW, WASHINGTON, DC 20037",C,Restaurant 
A BRA -092426,Active,3566 14th Street NW LLC,La Dulce Noche,"3566 14TH ST NW, WASHINGTON, DC 20010",C,Restaurant 
A BRA -092461,Active,"1825 18th Hospitality, LLC",Bar Charley,"1825 18TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -092512,Active,Eye Street Dining Inc,Alba Osteria,"425 I ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -092541,Active,"BRRCO Massachusetts Ave, LLC",Bolt Burger,"1010 Massachusetts AVE NW, WASHINGTON, DC",C,Restaurant 
A BRA -092662,Active,"Chupacabra, LLC",Chupacabra,"822 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -092684,Active,301 Romeo LLC,Romeo & Juliet,"301 MASSACHUSETTS AVE NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -092719,Active,Fuel 1747 Penn LLC,Custom Fuel/Fuel Pizza,"1747 PENNSYLVANIA AVE NW, WASHINGTON, DC 20006",C,Restaurant 
A BRA -092792,Active,Four Five Eight LLC,INDIGO-Indian food on the go!,"243 K ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -092802,Active,Nando's at the Yards LLC,Nando's Peri Peri,"300 TINGEY ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -092808,Active,"GCDC, LLC",GCDC,"1730 PENNSYLVANIA AVE NW, WASHINGTON, DC 20006",C,Restaurant 
A BRA -092844,Active,"STK, LLC",STK,"1250 CONNECTICUT AVE NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -092948,Active,"Upshur Restaurant, LLC",CAPPY'S CRABS,"828 UPSHUR ST NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -092955,Active,"Mad Fox Brewing Company Taproom, LLC",Mad Fox Brewing Company Taproom,"2218 WISCONSIN AVE NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -092977,Active,"Pho Viet & Grills, LLC",Pho Viet & Grille,"1639 WISCONSIN AVE NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -092986,Active,T & K Corp.,Kintaro,"1039 33RD ST NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -093028,Active,"Italian Food Concepts, LLC",Alphonse Italian Market & Osteria,"1212 U ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -093103,Active,"1001 H St, LLC",Ben's Chili Bowl / Ben's Upstairs/Ten 01,"1001 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -093308,Active,"Ultimo, LLC",Malbec Restaurant,"1633 17TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -093399,Active,"Fishnet Restaurant DC, LLC",Drift On 7th,"1819 7th ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -093492,Active,CNS LLC,Bub and Pop's,"1815 M ST NW, WASHINGTON, DC",C,Restaurant 
A BRA -093525,Active,"Medium Rare Barracks Row, LLC","Medium Rare Barracks Row, LLC","515 8TH ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -093542,Active,"EZ Group, LLC",Creme,"2436 14TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -093549,Active,"Asian 328, LLC",Asia 54,"2122 P ST NW, WASHINGTON, DC 20037",C,Restaurant 
A BRA -093610,Active,GOOD ESSEN-U STREET LLC,TICO,"1926 14TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -093706,Active,La Piquette LLC,La Piquette,"3712 MACOMB ST NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -093794,Active,Boss Shepherd's LLC,Boss Shepherd's,"1299 PENNSYLVANIA AVE NW, WASHINGTON, DC 20004",C,Restaurant 
A BRA -093867,Active,"Brothers 2Gether, LLC",DC Harvest,"517 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -093894,Active,"JOE'S OF DC, LLC","Joe�s Seafood, Prime Steak and Stone Crab","750 15TH ST NW, WASHINGTON, DC",C,Restaurant 
A BRA -093939,Active,"Macon-DC, LLC",Macon-DC,"5520 CONNECTICUT AVE NW, WASHINGTON, DC 20015",C,Restaurant 
A BRA -094010,Active,G Street Food 15 LLC,G Street Food,"1030 15TH ST NW, WASHINGTON, DC 20005",C,Restaurant 
A BRA -094140,Active,EL TIO DC INC,El Tio,"3345 14TH ST NW, WASHINGTON, DC 20010",C,Restaurant 
A BRA -094290,Active,"Hilltop Hospitality, LLC",Mission,"1606 20TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -094546,Active,"Busboys of Brookland, LLC",Busboys & Poets,"625 Monroe ST NE, WASHINGTON, DC 20017",C,Restaurant 
A BRA -094562,Active,"Rockfish, LLC",Stonefish Grill & Lounge,"1050 17TH ST NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -094602,Active,Lemo Group. LLC,Wapa Cafe,"6230 GEORGIA AVE NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -094610,Active,Washington DC Asian Food Corporation,Sushi Keiko,"2309 WISCONSIN AVE NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -094766,Active,"Rudrakalash, LLC",Masala Art,"1101 4TH ST SW, UNIT 120, WASHINGTON, DC 20024",C,Restaurant 
A BRA -094784,Active,"Shawarmaji, LLC",Micho's,"500 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -094795,Active,"Appioo, LLC",A ppioo,"1924 9TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -094826,Active,La Villa Restaurant Inc.,La Villa Cafe,"6115 GEORGIA AVE NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -094825,Active,"Coddi Wes 1, LLC",Rebellion,"1836 18TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -094844,Active,The Big Stick LLC,The Big Stick,"20 M ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -094995,Active,SOLIS INCORPORATED,El Sol Restaurant,"3911 14TH ST NW, WASHINGTON, DC 20010",C,Restaurant 
A BRA -095031,Active,Union Social 100 LLC,Union Social,"100 FLORIDA AVE NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -095042,Active,"Laliguras DC, LLC",Laliguras Indian & Nepali Bistro,"4221 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C,Restaurant 
A BRA -095147,Active,Passion Food Nine LLC,Penn Commons,"700 6TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -095194,Active,Orange Anchor 3050LLC,Orange Anchor,"3050 K ST NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -095281,Active,Del Frisco's of Washington DC LLC,Del Frisco's Double Eagle Steak House,"950 I ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -095362,Active,7th Hill Restaurant Inc.,7th Pizza,"4885 MACARTHUR BLVD NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -095410,Active,Four Kicks LLC,Lunchbox,"5335 WISCONSIN AVE NW, WASHINGTON, DC 20015",C,Restaurant 
A BRA -095433,Active,"Biricoco, LLC",Al Crostino,"1926 9TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -095465,Active,"Catrachitos Restaurant, Inc.",Catrachitos Restaurant,"4608 14TH ST NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -095493,Active,"Tadich Grill of Washington DC, LLC",Tadich Gril,"1001 PENNSYLVANIA AVE NW, WASHINGTON, DC 20004",C,Restaurant 
A BRA -095574,Active,Q on Conn. LLC,Fat Pete's BBQ,"3407 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C,Restaurant 
A BRA -095631,Active,Davali LLC,Westchester Dining Room,"4000 CATHEDRAL AVE NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -095700,Active,"Chaplin Restaurant DC, LLC",Chaplin,"1501 9TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -095739,Active,418 7th Street LLC,China Chilcano,"418 7th ST NW, WASHINGTON, DC",C,Restaurant 
A BRA -095796,Active,"B Washington, L.L.C.",Plan B Burger Bar,"801 PENNSYLVANIA AVE NW, WASHINGTON, DC 20004",C,Restaurant 
A BRA -095815,Active,"Beau Thai Shaw, LLC",Beau Thai,"1550 7TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -095816,Active,"Sapol Varadaa, LLC",Thai Phoon,"2011 S ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -095828,Active,THABBG INC,BISTROQUET,"5100 MACARTHUR BLVD NW, Washington, DC 20016",C,Restaurant 
A BRA -095946,Active,"Siam Rice DC, Inc.",CHARMTHAI,"2514 L ST NW, WASHINGTON, DC 20037",C,Restaurant 
A BRA -095955,Active,"HOA Restaurant Holder, LLC",Hooters,"827 7TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -095958,Active,Lukes Lobster VIII LLC,Luke's Lobster,"1211 POTOMAC ST NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -096001,Active,BON APPETTIT MANAGEMENT CO.,Bulldog Tavern,"3700 O ST NW, WASHINGTON, DC 20057",C,Restaurant 
A BRA -096024,Active,"Remarkable Breads, LLC",Bread Furst,"4434 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C,Restaurant 
A BRA -096103,Active,"HBGT, LLC",Chez Billy Sud,"1035 31st ST NW, WASHINGTON, DC",C,Restaurant 
A BRA -096224,Active,"Ima Pizza Store 7, LLC",& Pizza,"1400 K ST NW, WASHINGTON, DC 20005",C,Restaurant 
A BRA -096296,Active,"CMSA, LLC",Convivial,"801 O ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -096402,Active,"Cave Mezze Grilll Chinatown, LLC",Cava Mezze Grill,"707 H ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -096425,Active,Social Restaurant Group LLC,Provision No. 14,"2100 14TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -096458,Active,"La Cucina Biologica, ll",Coppi's Organic Restaurant,"3321 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C,Restaurant 
A BRA -096593,Active,"Hospitality Brothers Group, Inc.",Cafe Paradiso,"2649 CONNECTICUT AVE NW, Washington, DC 20008",C,Restaurant 
A BRA -096613,Active,"MI CUBA CAFE, INC",MI CUBA CAFE,"1424 PARK RD NW, WASHINGTON, DC 20010",C,Restaurant 
A BRA -096627,Active,"Pops Seabar, LLC",Pop's Seabar 1,"1817 COLUMBIA RD NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -096629,Active,"Thaighter Crossing, Inc.",Thaixing 9th Street,"2020 9TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -096643,Active,Macintyre's Pub LLC,Macintyre's Pub,"2621 CONNECTICUT AVE NW, Washington, DC 20008",C,Restaurant 
A BRA -096716,Active,Army Distaff Foundation Inc.,Knollwood Apartments,"6200 OREGON AVE NW, WASHINGTON, DC 20015",C,Restaurant 
A BRA -096730,Active,"Equinox SC D.C., Inc.",Equinox Sports Club,"1170 22ND ST NW, Washington, DC 20037",C,Restaurant 
A BRA -096770,Active,DONBURI LLC,Donburi DC,"2438 18TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -096910,Active,Bayou Bakery on the Hill LLC,Bayou Bakery on the Hill,"921 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -096999,Active,"Nagomi, Inc.",Nagomi,"1990 M ST NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -097025,Active,ODALYS RESTAURANT LLC,Odalys Restaurant,"1200 KENNEDY ST NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -097032,Active,Jam Holdings LLC,Duplex Diner,"2004 18th ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -097053,Active,"Shabby, LLC",Due South,"301 WATER ST SE, STE 101, WASHINGTON, DC 20003",C,Restaurant 
A BRA -097131,Active,"Thip Khao, LLC",Thip Khao,"3460 14TH ST NW, Washington, DC 20010",C,Restaurant 
A BRA -097148,Active,"Fast Good, LLC",Beefsteak,"800 22ND ST NW, WASHINGTON, DC 20052",C,Restaurant 
A BRA -097172,Active,Terroir LLC,Kinship/Metier,"1015 7th ST NW, WASHINGTON, DC 20004",C,Restaurant 
A BRA -097260,Active,"Sticky Fingers Bakery Bistro, LLC",Fare Well,"406 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -097355,Active,Steak Ice 1310 H LLC,Sally's Middle Name,"1320 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -097368,Active,"DTRS, Washington, LLC",Eno Wine Bar,"2810 Pennsylvania AVE NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -097380,Active,BUL Corp.,BUL,"2431 18TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -097418,Active,Roof Top DC LLC,Bar Deco,"717 6TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -097478,Active,"BTS Two, LLC",Burger Tap & Shake,"4445 WISCONSIN AVE NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -097479,Active,"OutpostDC, LLC",Abakedjoint,"440 K ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -097488,Active,"Fig & Olive DC, LLC",Fig & Olive,"934 Palmer AL NW, WASHINGTON, DC",C,Restaurant 
A BRA -097534,Active,"Addis Ethiopian Restaurant, LLC",Addis Ethiopian Restaurant,"707 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -097573,Active,"Ameri Thai Group, Inc.",Thai Pad,"4481 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C,Restaurant 
A BRA -097601,Active,"DC Restaurant Holding, Inc.",The Heights Restaurant & Bar,"3115 14TH ST NW, #1, WASHINGTON, DC 20010",C,Restaurant 
A BRA -097603,Active,SKY456 LLC,Basil Thai Restaurant,"1608 WISCONSIN AVE NW, Washington, DC 20007",C,Restaurant 
A BRA -097651,Active,FOURTH STREET DINING INC,OTTOMAN TAVERNA,"425 I ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -097652,Active,"Big Night Productions, LLC",Bar Civita,"2605 24TH ST NW, WASHINGTON, DC 20008",C,Restaurant 
A BRA -097653,Active,"K Street Dining, Inc.",L'hommage,"450 K ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -097672,Active,"BCDC, LLC",Bonchon,"1015 HALF ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -097803,Active,"States & Letters Restaurant, LLC",The Dabney,"1222 9th ST NW, WASHINGTON, DC",C,Restaurant 
A BRA -097822,Active,SLIM'S DINNER LLC,SLIM'S DINNER,"4201 GEORGIA AVE NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -097857,Active,"Yang Fire, LLC",Chao Ku,"1414 9TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -097889,Active,"Nando's of H Street, LLC",Nando's Peri-Peri H Street,"411 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -097957,Active,Raku at Cathedral Commons LLC,Raku,"3312 Wisconsin AVE NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -097969,Active,"HRH Services, L.L.C.",The Alibi,"237 2ND ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -098029,Active,Agora Inc,A gora,"1527 17TH ST NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -098033,Active,Two Tails LLC,Tail Up Goat,"1827 Adams Mill RD NW, WASHINGTON, DC 20006",C,Restaurant 
A BRA -098041,Active,H & J Oriental Corporation,Jenny's,"668 WATER ST SW, WASHINGTON, DC",C,Restaurant 
A BRA -098066,Active,"Purple Patch, LLC",Purple Patch,"3155 MOUNT PLEASANT ST NW, #101, WASHINGTON, DC 20010",C,Restaurant 
A BRA -098205,Active,"Only Paradise Restaurant, Inc.",Golden Paradise Restaurant,"3903 14TH ST NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -098268,Active,TNT LLC,Olivia's Diner,"1120 19TH ST NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -098308,Active,Fast Good LLC,Beefsteak,"1528 CONNECTICUT AVE NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -098330,Active,Texas de Brazil (DC) Corporation,Texas de Brazil,"455 MASSACHUSETTS AVE NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -098364,Active,Chef AmyB LLC,Centrolina,"974 Palmer AL NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -098427,Active,"Bricklane DC, Inc.",Brick Lane Restaurant,"1636 17TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -098505,Active,CREATIVE CONSOLIDATION LLC,Masseria,"1340 4TH ST NE, WASHINGTON, DC",C,Restaurant 
A BRA -098546,Active,909 New Jersey Avenue Associates LLC,Scarlet Oak,"909 NEW JERSEY AVE SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -098603,Active,"Green T. Group II, Inc.",Sala Thai,"4020 Minnesota AVE NE, UNIT 118, WASHINGTON, DC 20019",C,Restaurant 
A BRA -098700,Active,Elaine's One LLC,Pineapple and Pearls,"715 8TH ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -098736,Active,"Fivefloors, LLC",Garrison,"524 8TH ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -098740,Active,"MOMOCCDC, LLC",Momofuku/MilkBar City Center DC,"1090 I ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -098813,Active,"Boxcar Partners, LLC",Boxcar Tavern,"224 7TH ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -098818,Active,"Desta Ethiopian Restaurant, LLC",Desta Ethiopian Restaurant,"6128 Georgia AVE NW, WASHINGTON, DC 20012",C,Restaurant 
A BRA -098831,Active,SRF LLC,Boss Burger,"1931 14TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -098875,Active,"Ollijack DC, LLC",The Grilled Oyster Company,"3701 Newark ST NW, WASHINGTON, DC",C,Restaurant 
A BRA -098879,Active,"Pennsylvania 6 DC, LLC",Pennsylvania 6 DC,"1350 I ST NW, WASHINGTON, DC 20005",C,Restaurant 
A BRA -098935,Active,"1637 R Street, LLC",Some Place Else Bar & Grill,"1637 R ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -098973,Active,"Tenley Grill, LLC",Public Tenley,"4611 41ST ST NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -098996,Active,A. Montero Food LLC,Taqueria Habanero,"3710 14TH ST NW, WASHINGTON, DC 20010",C,Restaurant 
